,id_street,number,original_n,source,author,date,cord,first_day,first_month,first_year,last_day,last_month,last_year
14,78,399.0,399,"Livro de Emplacamento, n.21, p.121",Cintia,8/10/2018,(-46.6450279289196 -23.5466351662025),15.0,5.0,1936.0,,,
15,78,2.0,2,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018,(-46.6450279289196 -23.5466351662025),19.0,9.0,1908.0,15.0,5.0,1935.0
16,11,18.0,18,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018,(-46.6345888327538 -23.5507384703252),11.0,5.0,1936.0,,,
17,11,2.0,2,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018,(-46.6345888327538 -23.5507384703252),11.0,4.0,1936.0,11.0,5.0,1935.0
18,11,82.0,82,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018,(-46.6351856902487 -23.5505672455767),11.0,5.0,1936.0,,,
19,11,16.0,16,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018,(-46.6351856902487 -23.5505672455767),11.0,4.0,1936.0,11.0,5.0,1935.0
20,11,158.0,158,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018,(-46.6358796299951 -23.550317388217),11.0,5.0,1936.0,,,
21,11,26.0,26,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6358796299951 -23.550317388217),11.0,4.0,1936.0,11.0,5.0,1935.0
22,11,29.0,29,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6346927494222 -23.5507138915379),11.0,5.0,1936.0,,,
23,11,1.0,1,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6346927494222 -23.5507138915379),11.0,4.0,1936.0,11.0,5.0,1935.0
24,11,109.0,109,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6354323506867 -23.55047893142),11.0,5.0,1936.0,,,
25,11,3.0,3,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6354323506867 -23.55047893142),11.0,4.0,1936.0,11.0,5.0,1935.0
26,11,205.0,205,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6363140699445 -23.5501780614518),11.0,5.0,1936.0,,,
27,11,27.0,27,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6363140699445 -23.5501780614518),11.0,4.0,1936.0,11.0,5.0,1935.0
28,12,37.0,37,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.633049502011 -23.5501278208395),9.0,12.0,1940.0,,,
29,12,17.0,17,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.633049502011 -23.5501278208395),9.0,11.0,1940.0,9.0,12.0,1939.0
30,12,61.0,61,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6328237215821 -23.550182907235),9.0,12.0,1940.0,,,
31,12,25.0,25,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6328237215821 -23.550182907235),9.0,11.0,1940.0,9.0,12.0,1939.0
32,12,93.0,93,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6325317840597 -23.5501190562283),9.0,12.0,1940.0,,,
33,12,31.0,31,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6325317840597 -23.5501190562283),9.0,11.0,1940.0,9.0,12.0,1939.0
34,12,70.0,70,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6327416831712 -23.5501941880117),9.0,12.0,1940.0,,,
35,12,28.0,28,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6327416831712 -23.5501941880117),9.0,11.0,1940.0,9.0,12.0,1939.0
36,12,76.0,76,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6326869268812 -23.550174588416),9.0,12.0,1940.0,,,
37,12,28.1,28A,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6326869268812 -23.550174588416),9.0,11.0,1940.0,9.0,12.0,1939.0
38,12,86.0,86,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.632595666398 -23.5501419224233),9.0,12.0,1940.0,,,
39,12,32.0,32,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.632595666398 -23.5501419224233),9.0,11.0,1940.0,9.0,12.0,1939.0
40,13,8.0,8,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6330464611351 -23.5494759479912),5.0,6.0,1940.0,,,
41,13,4.0,4,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6330464611351 -23.5494759479912),9.0,5.0,1908.0,5.0,6.0,1939.0
42,13,2.1,2 tinta,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6330464611351 -23.5494759479912),9.0,4.0,1908.0,5.0,6.0,1939.0
43,13,104.0,104,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6321113249882 -23.5493910932163),5.0,6.0,1940.0,,,
44,13,32.0,32,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6321113249882 -23.5493910932163),9.0,5.0,1908.0,5.0,6.0,1939.0
45,13,18.0,18,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6321113249882 -23.5493910932163),9.0,4.0,1908.0,5.0,6.0,1939.0
46,13,200.0,200,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6311770550875 -23.5492934260932),5.0,6.0,1940.0,,,
47,13,210.0,210,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6311770550875 -23.5492934260932),5.0,5.0,1940.0,5.0,6.0,1939.0
48,13,47.0,47,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6326661598478 -23.5494480066552),5.0,6.0,1940.0,,,
49,13,7.0,7,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6326661598478 -23.5494480066552),9.0,5.0,1908.0,5.0,6.0,1939.0
50,13,5.0,5 tinta,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6326661598478 -23.5494480066552),9.0,4.0,1908.0,5.0,6.0,1939.0
51,13,67.0,67,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6324714809497 -23.5494280370275),5.0,6.0,1940.0,,,
52,13,11.0,11,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6324714809497 -23.5494280370275),9.0,5.0,1908.0,5.0,6.0,1939.0
53,13,93.0,93,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6322183983821 -23.5494020765115),5.0,6.0,1940.0,,,
54,13,19.0,19,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6322183983821 -23.5494020765115),9.0,5.0,1908.0,5.0,6.0,1939.0
55,14,21.0,21,"Livro de Emplacamento, n.26, p.356",Cintia,8/10/2018,(-46.6327650904251 -23.5496440079892),12.0,7.0,1939.0,,,
56,14,3.0,3,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6327650904251 -23.5496440079892),2.0,8.0,1909.0,12.0,7.0,1938.0
57,14,1.1,1B Tinta,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6327650904251 -23.5496440079892),2.0,7.0,1909.0,12.0,7.0,1938.0
58,14,109.0,109,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6329564445489 -23.5504117352214),12.0,7.0,1939.0,,,
59,14,23.0,23,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6329564445489 -23.5504117352214),2.0,8.0,1909.0,12.0,7.0,1938.0
60,14,7.0,7,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6329564445489 -23.5504117352214),2.0,7.0,1909.0,12.0,7.0,1938.0
61,14,357.0,357,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6339733837444 -23.5524244271702),12.0,7.0,1939.0,,,
62,14,55.0,55,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339733837444 -23.5524244271702),2.0,8.0,1909.0,12.0,7.0,1938.0
63,14,35.0,35,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6339733837444 -23.5524244271702),2.0,7.0,1909.0,12.0,7.0,1938.0
64,14,98.0,98,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6329120867314 -23.5503220871551),12.0,7.0,1939.0,,,
65,14,16.0,16,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6329120867314 -23.5503220871551),2.0,8.0,1909.0,12.0,7.0,1938.0
66,14,8.0,8,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6329120867314 -23.5503220871551),2.0,7.0,1909.0,12.0,7.0,1938.0
67,14,224.0,224,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.633426535643 -23.5513457761642),12.0,7.0,1939.0,,,
68,14,50.0,50,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.633426535643 -23.5513457761642),2.0,8.0,1909.0,12.0,7.0,1938.0
69,14,40.0,40,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.633426535643 -23.5513457761642),2.0,7.0,1909.0,12.0,7.0,1938.0
70,14,360.0,360,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339856213261 -23.552448806873),12.0,7.0,1939.0,,,
71,14,84.0,84,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339856213261 -23.552448806873),12.0,6.0,1939.0,12.0,7.0,1938.0
72,14,348.0,348,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339366709996 -23.5523512880618),7.0,12.0,1939.0,,,
73,14,80.0,80,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339366709996 -23.5523512880618),2.0,8.0,1909.0,7.0,12.0,1938.0
74,16,41.0,41,"Livro de Emplacamento, n.26, p.199",Cintia,8/10/2018,(-46.6345345441391 -23.5480700675816),13.0,9.0,1939.0,,,
75,16,5.0,5,"Livro de Emplacamento, n.26, p.199,; n.13,p.31",Cintia,8/10/2018,(-46.6345345441391 -23.5480700675816),16.0,7.0,1928.0,13.0,9.0,1938.0
76,16,7.0,7,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345345441391 -23.5480700675816),21.0,6.0,1912.0,13.0,9.0,1938.0
77,16,121.0,121,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347419713366 -23.5473767762027),13.0,9.0,1939.0,,,
78,16,17.0,17,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347419713366 -23.5473767762027),16.0,7.0,1928.0,13.0,9.0,1938.0
79,16,19.0,19,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347419713366 -23.5473767762027),15.0,7.0,1928.0,13.0,9.0,1938.0
80,16,221.0,221,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6350018109431 -23.546508865265),13.0,9.0,1939.0,,,
81,16,31.1,31A,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6350018109431 -23.546508865265),16.0,7.0,1928.0,13.0,9.0,1938.0
82,16,43.0,43 E/T,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6350018109431 -23.546508865265),21.0,6.0,1912.0,13.0,9.0,1938.0
83,16,18.0,18,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345032713096 -23.5482747197674),13.0,9.0,1939.0,,,
84,16,2.4,2B,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345032713096 -23.5482747197674),16.0,7.0,1928.0,13.0,9.0,1938.0
85,16,8.1,8A E/T,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345032713096 -23.5482747197674),15.0,7.0,1928.0,13.0,9.0,1938.0
86,16,112.0,112,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347186232841 -23.5474548994173),13.0,9.0,1939.0,,,
87,16,12.0,12,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347186232841 -23.5474548994173),16.0,7.0,1928.0,13.0,9.0,1938.0
88,16,24.0,24,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347186232841 -23.5474548994173),21.0,6.0,1912.0,13.0,9.0,1938.0
89,16,218.0,218,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6349940036099 -23.5465348989572),13.0,9.0,1939.0,,,
90,16,26.0,26 sob,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6349940036099 -23.5465348989572),16.0,7.0,1928.0,13.0,9.0,1938.0
91,16,44.0,44 E/S,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6349940036099 -23.5465348989572),15.0,7.0,1928.0,13.0,9.0,1938.0
92,17,19.0,19,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344721287009 -23.5463282260152),11.0,6.0,1936.0,,,
93,17,1.0,1,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344721287009 -23.5463282260152),16.0,6.0,1928.0,11.0,6.0,1935.0
94,17,1.0,1 E/T Tinta,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344721287009 -23.5463282260152),15.0,6.0,1928.0,11.0,6.0,1935.0
95,17,39.0,39,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6346663833178 -23.5463512691798),11.0,6.0,1936.0,,,
96,17,3.0,3 sob,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6346663833178 -23.5463512691798),16.0,6.0,1928.0,11.0,6.0,1935.0
97,17,9.0,9 E/S,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6346663833178 -23.5463512691798),15.0,6.0,1928.0,11.0,6.0,1935.0
98,17,14.0,14,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344235672528 -23.5463224465931),11.0,6.0,1936.0,,,
99,17,2.0,2,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344235672528 -23.5463224465931),16.0,6.0,1928.0,11.0,6.0,1935.0
100,17,2.0,2 E/T,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344235672528 -23.5463224465931),15.0,6.0,1928.0,11.0,6.0,1935.0
101,17,58.0,58,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6348509426704 -23.546373012681),11.0,6.0,1936.0,,,
102,17,6.0,6,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6348509426704 -23.546373012681),16.0,6.0,1928.0,11.0,6.0,1935.0
103,17,10.0,10 E/T,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6348509426704 -23.546373012681),15.0,6.0,1928.0,11.0,6.0,1935.0
104,19,63.0,63,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6347198895016 -23.5476493894439),1.0,2.0,1935.0,,,
105,19,1.0,1,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6347198895016 -23.5476493894439),22.0,6.0,1928.0,1.0,2.0,1934.0
106,19,1.0,1 E/T,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6347198895016 -23.5476493894439),21.0,6.0,1928.0,1.0,2.0,1934.0
107,19,113.0,113,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352043260795 -23.5477013638421),1.0,2.0,1935.0,,,
108,19,13.0,13 s°,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352043260795 -23.5477013638421),22.0,6.0,1928.0,1.0,2.0,1934.0
109,19,13.0,13 E/S,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352043260795 -23.5477013638421),21.0,6.0,1928.0,1.0,2.0,1934.0
110,19,161.0,161,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356667729931 -23.5477098245499),1.0,2.0,1935.0,,,
111,19,23.0,23,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356667729931 -23.5477098245499),22.0,6.0,1928.0,1.0,2.0,1934.0
112,19,23.0,23 tinta,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356667729931 -23.5477098245499),21.0,6.0,1928.0,1.0,2.0,1934.0
113,19,18.0,18,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6342969405502 -23.5475365159249),1.0,2.0,1935.0,,,
114,19,2.0,2 s°,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6342969405502 -23.5475365159249),22.0,6.0,1928.0,1.0,2.0,1934.0
115,19,2.0,2 E/S,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6342969405502 -23.5475365159249),21.0,6.0,1928.0,1.0,2.0,1934.0
116,19,114.0,114,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352139947953 -23.5477025839393),1.0,2.0,1935.0,,,
117,19,12.0,12,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352139947953 -23.5477025839393),22.0,6.0,1928.0,1.0,2.0,1934.0
118,19,10.0,10 E/T,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352139947953 -23.5477025839393),21.0,6.0,1928.0,1.0,2.0,1934.0
119,19,162.0,162,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356758438952 -23.5477062620456),1.0,2.0,1935.0,,,
120,19,20.0,20 sob,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356758438952 -23.5477062620456),22.0,6.0,1928.0,1.0,2.0,1934.0
121,19,18.0,18 E/S,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356758438952 -23.5477062620456),21.0,6.0,1928.0,1.0,2.0,1934.0
122,20,11.0,11,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6337412226959 -23.5489677965028),2.0,5.0,1938.0,,,
123,20,1.0,1,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6337412226959 -23.5489677965028),3.0,1.0,1928.0,2.0,5.0,1937.0
124,20,141.0,141,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6349188845581 -23.5485618298791),2.0,5.0,1938.0,,,
125,20,15.0,15,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6349188845581 -23.5485618298791),13.0,3.0,1928.0,2.0,5.0,1937.0
126,20,27.0,27 E/T,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6349188845581 -23.5485618298791),3.0,12.0,1928.0,2.0,5.0,1937.0
127,20,271.0,271,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6360397101581 -23.5480009809305),2.0,5.0,1938.0,,,
128,20,39.3,39C,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6360397101581 -23.5480009809305),13.0,3.0,1928.0,2.0,5.0,1937.0
129,20,51.0,51,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6360397101581 -23.5480009809305),3.0,12.0,1928.0,2.0,5.0,1937.0
130,20,22.0,22,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6338447793217 -23.5489449362164),2.0,5.0,1938.0,,,
131,20,2.0,2,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6338447793217 -23.5489449362164),13.0,3.0,1928.0,2.0,5.0,1937.0
132,20,2.0,2 E/T,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6338447793217 -23.5489449362164),3.0,12.0,1928.0,2.0,5.0,1937.0
133,20,120.0,120,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.634737828115 -23.5486524285554),2.0,5.0,1938.0,,,
134,20,10.0,10,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.634737828115 -23.5486524285554),13.0,3.0,1928.0,2.0,5.0,1937.0
135,20,10.1,10A,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.634737828115 -23.5486524285554),3.0,12.0,1928.0,2.0,5.0,1937.0
136,20,246.0,246,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6358241667735 -23.5481088364975),2.0,5.0,1938.0,,,
137,20,28.1,28 sob,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6358241667735 -23.5481088364975),13.0,3.0,1928.0,2.0,5.0,1937.0
138,20,28.0,28 E/S,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6358241667735 -23.5481088364975),3.0,12.0,1928.0,2.0,5.0,1937.0
139,51,366.0,366,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.638517766481 -23.5471389184599),10.0,6.0,1936.0,,,
140,51,11.0,11,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.638517766481 -23.5471389184599),10.0,5.0,1936.0,10.0,6.0,1935.0
141,51,410.0,410,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6387697132013 -23.547459687297),10.0,6.0,1936.0,,,
142,51,1.0,1,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6387697132013 -23.547459687297),23.0,2.0,1909.0,10.0,6.0,1935.0
143,51,19.0,19,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6364729031189 -23.5446559449976),10.0,6.0,1936.0,,,
144,51,72.0,72,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6364729031189 -23.5446559449976),23.0,2.0,1909.0,10.0,6.0,1935.0
145,51,82.3,82C,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6364729031189 -23.5446559449976),22.0,2.0,1909.0,10.0,6.0,1935.0
146,51,197.0,197,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6375246367661 -23.5459273650285),10.0,6.0,1936.0,,,
147,51,26.0,26,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6375246367661 -23.5459273650285),23.0,2.0,1909.0,10.0,6.0,1935.0
148,51,44.0,44 tinta,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6375246367661 -23.5459273650285),22.0,2.0,1909.0,10.0,6.0,1935.0
